slug,title,year,importance,theme,subtheme,citationCount,status,download_url,file_path,file_type,bytes,download_reason,error,manual_path_hint,source_url,doi,arxiv
fightin-words-lexical-feature-selection-and-evaluation-for-identifying-the-e18b4e8d88,Fightin' Words: Lexical Feature Selection and Evaluation for Identifying the Content of Political Conflict,2008,Core,Classical Political NLP and Information Extraction,Political text as data and policy-position extraction,646,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/fightin-words-lexical-feature-selection-and-evaluation-for-identifying-the-e18b4e8d88.pdf,https://www.semanticscholar.org/paper/ebc37575aa4e4afeb1dc94a18022cc0ebeb2fe09,10.1093/pan/mpn018,
forecastbench-a-dynamic-benchmark-of-ai-forecasting-capabilities-ca186bd8c4,ForecastBench: A Dynamic Benchmark of AI Forecasting Capabilities,2024,Core,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,57,downloaded,https://arxiv.org/pdf/2409.19839,data/paper_cache/downloads/forecastbench-a-dynamic-benchmark-of-ai-forecasting-capabilities-ca186bd8c4.pdf,pdf,1113676,arxiv,,,https://arxiv.org/abs/2409.19839,10.48550/arXiv.2409.19839,2409.19839
forecasting-future-international-events-a-reliable-dataset-for-text-based-3bc9bc6074,Forecasting Future International Events: A Reliable Dataset for Text-Based Event Modeling / WORLDREP,2024,Important,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,1,downloaded,https://arxiv.org/pdf/2411.14042,data/paper_cache/downloads/forecasting-future-international-events-a-reliable-dataset-for-text-based-3bc9bc6074.pdf,pdf,865934,arxiv,,,https://arxiv.org/abs/2411.14042,10.18653/v1/2024.findings-emnlp.526,2411.14042
forecasting-future-world-events-with-neural-networks-9684e94e07,Forecasting Future World Events with Neural Networks,2022,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,45,downloaded,https://arxiv.org/pdf/2206.15474,data/paper_cache/downloads/forecasting-future-world-events-with-neural-networks-9684e94e07.pdf,pdf,1702937,arxiv,,,https://www.semanticscholar.org/paper/2a85c44afeeeb336c5eafcd4001ccb033d3d1f1c,10.48550/arXiv.2206.15474,2206.15474
framing-political-bias-in-multilingual-llms-across-pakistani-languages-b87693c744,Framing Political Bias in Multilingual LLMs Across Pakistani Languages,2025,Important,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,4,downloaded,https://arxiv.org/pdf/2506.00068,data/paper_cache/downloads/framing-political-bias-in-multilingual-llms-across-pakistani-languages-b87693c744.pdf,pdf,42474328,arxiv,,,https://www.semanticscholar.org/paper/a643e78f431e94749c681a8009f6e7a3003e707a,,2506.00068
from-individual-to-society-a-survey-on-social-simulation-driven-d0b851d22a,From Individual to Society: A Survey on Social Simulation Driven by Large Language Model-based Agents,2024,Curated,"Foundations, Surveys, and Methods",Social simulation and agent-based modeling reviews,71,downloaded,https://arxiv.org/pdf/2412.03563,data/paper_cache/downloads/from-individual-to-society-a-survey-on-social-simulation-driven-d0b851d22a.pdf,pdf,2204928,arxiv,,,https://www.semanticscholar.org/paper/11a6d66791e244b01bf1a23a98158be789854876,10.1145/3800683,2412.03563
from-pretraining-data-to-language-models-to-downstream-tasks-tracking-256400998b,From Pretraining Data to Language Models to Downstream Tasks: Tracking the Trails of Political Biases Leading to Unfair NLP Models,2023,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",367,downloaded,https://arxiv.org/pdf/2305.08283,data/paper_cache/downloads/from-pretraining-data-to-language-models-to-downstream-tasks-tracking-256400998b.pdf,pdf,1363474,arxiv,,,https://www.semanticscholar.org/paper/5471114e37448bea2457b74894b1ecb92bbcfdf6,10.48550/arXiv.2305.08283,2305.08283
from-problems-to-solutions-in-strategic-decision-making-the-effects-0405b1e110,From Problems to Solutions in Strategic Decision-Making: The Effects of Generative AI on Problem Formulation,2025,Watchlist,Peripheral and Borderline Materials,Business and managerial strategy,0,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/from-problems-to-solutions-in-strategic-decision-making-the-effects-0405b1e110.pdf,https://www.semanticscholar.org/paper/4f54aa6a09787eb6303e406a46e65db2a8995c7c,10.2139/ssrn.5456494,
from-skepticism-to-acceptance-simulating-the-attitude-dynamics-toward-fake-36419407f5,From Skepticism to Acceptance: Simulating the Attitude Dynamics Toward Fake News,2024,Curated,"Politics, Democracy, Public Opinion, and Persuasion","Deliberation, persuasion, and information environments",74,downloaded,https://arxiv.org/pdf/2403.09498,data/paper_cache/downloads/from-skepticism-to-acceptance-simulating-the-attitude-dynamics-toward-fake-36419407f5.pdf,pdf,1087121,arxiv,,,https://www.semanticscholar.org/paper/1bd4b8be136072c8f56114f2f8479aaed2ad6d9b,10.24963/ijcai.2024/873,2403.09498
ga-s3-comprehensive-social-network-simulation-with-group-agents-c977b649a7,GA-S3: Comprehensive Social Network Simulation with Group Agents,2025,Curated,Multi-Agent Social Simulation and Synthetic Societies,Generative agents and social simulation platforms,16,downloaded,https://arxiv.org/pdf/2506.03532,data/paper_cache/downloads/ga-s3-comprehensive-social-network-simulation-with-group-agents-c977b649a7.pdf,pdf,3097638,arxiv,,,https://aclanthology.org/2025.findings-acl.468.pdf,10.48550/arXiv.2506.03532,2506.03532
game-theory-meets-large-language-models-a-systematic-survey-340bf0b2e2,Game Theory Meets Large Language Models: A Systematic Survey,2024,Curated,"Foundations, Surveys, and Methods",Strategic reasoning and game-theoretic reviews,32,downloaded,https://arxiv.org/pdf/2502.09053,data/paper_cache/downloads/game-theory-meets-large-language-models-a-systematic-survey-340bf0b2e2.pdf,pdf,761543,arxiv,,,https://www.semanticscholar.org/paper/c9df92684eab49aea9b74a4b6409e2fb5963834d,10.48550/arXiv.2502.09053,
game-theoretic-llm-agent-workflow-for-negotiation-games-ade4b87c43,Game-theoretic LLM: Agent Workflow for Negotiation Games,2024,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,59,downloaded,https://arxiv.org/pdf/2411.05990,data/paper_cache/downloads/game-theoretic-llm-agent-workflow-for-negotiation-games-ade4b87c43.pdf,pdf,3609426,arxiv,,,https://www.semanticscholar.org/paper/659d78d44ed1fab15ac2a7b8d81dd6f9641b2d7c,10.48550/arXiv.2411.05990,2411.05990
gamebench-evaluating-strategic-reasoning-abilities-of-llm-agents-b5aea77e0f,GameBench: Evaluating Strategic Reasoning Abilities of LLM Agents,2024,Curated,"Strategic Reasoning, Games, Negotiation, and Cooperation",Game-theoretic and strategic reasoning benchmarks,69,downloaded,https://arxiv.org/pdf/2406.06613,data/paper_cache/downloads/gamebench-evaluating-strategic-reasoning-abilities-of-llm-agents-b5aea77e0f.pdf,pdf,4568008,arxiv,,,https://www.semanticscholar.org/paper/c5bf4546eaf4b6c8e531dae0aebb76208d719539,10.48550/arXiv.2406.06613,2406.06613
gdelt-global-data-on-events-location-and-tone-1979-2012-5e9f6cff9e,"GDELT: Global Data on Events, Location and Tone, 1979-2012",2013,Core,Classical Political NLP and Information Extraction,Political event data and conflict information extraction,n/a,manual_needed,,,,0,,"direct_pdf: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'data.gdeltproject.org'. (_ssl.c:1081)>",data/paper_cache/manual/gdelt-global-data-on-events-location-and-tone-1979-2012-5e9f6cff9e.pdf,https://data.gdeltproject.org/documentation/ISA.2013.GDELT.pdf,,
generating-fair-consensus-statements-with-social-choice-on-token-level-261df0c5e5,Generating Fair Consensus Statements with Social Choice on Token-Level MDPs,2025,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,1,downloaded,https://arxiv.org/pdf/2510.14106,data/paper_cache/downloads/generating-fair-consensus-statements-with-social-choice-on-token-level-261df0c5e5.pdf,pdf,788882,arxiv,,,https://www.semanticscholar.org/paper/b21807e3e7b81e1823da7ed1bb069fd22da9c885,10.48550/arXiv.2510.14106,2510.14106
generative-agent-simulations-of-1-000-people-fbe0fcab3e,"Generative Agent Simulations of 1,000 People",2024,Core,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,304,downloaded,https://arxiv.org/pdf/2411.10109,data/paper_cache/downloads/generative-agent-simulations-of-1-000-people-fbe0fcab3e.pdf,pdf,5699004,arxiv,,,https://arxiv.org/abs/2411.10109,,2411.10109
generative-agents-in-agent-based-modeling-overview-validation-and-emerging-73f40a8866,"Generative Agents in Agent-Based Modeling: Overview, Validation, and Emerging Challenges",2025,Curated,"Foundations, Surveys, and Methods",Social simulation and agent-based modeling reviews,9,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/generative-agents-in-agent-based-modeling-overview-validation-and-emerging-73f40a8866.pdf,https://www.semanticscholar.org/paper/93649b764b1d9f57b75a57561107e4884a7dda0b,10.1109/TAI.2025.3566362,
generative-agents-interactive-simulacra-of-human-behavior-c2e265e803,Generative Agents: Interactive Simulacra of Human Behavior,2023,Important,Multi-Agent Social Simulation and Synthetic Societies,Generative agents and social simulation platforms,4046,downloaded,https://arxiv.org/pdf/2304.03442,data/paper_cache/downloads/generative-agents-interactive-simulacra-of-human-behavior-c2e265e803.pdf,pdf,11947867,arxiv,,,https://arxiv.org/abs/2304.03442,10.1145/3586183.3606763,2304.03442
generative-artificial-intelligence-and-evaluating-strategic-decisions-e861c57b35,Generative Artificial Intelligence and Evaluating Strategic Decisions,2024,Curated,Peripheral and Borderline Materials,Business and managerial strategy,119,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/generative-artificial-intelligence-and-evaluating-strategic-decisions-e861c57b35.pdf,https://www.semanticscholar.org/paper/1b43632036f7e1f45a4759849f2924478eccc81e,10.2139/ssrn.4714776,
generative-artificial-intelligence-in-the-electoral-processes-of-2024-in-98908c44de,Generative artificial intelligence in the electoral processes of 2024 in the world: disinformation campaigns and online trolls,2024,Curated,"AI Safety, Influence Operations, and Societal Risk",Influence operations and persuasion risk,3,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/generative-artificial-intelligence-in-the-electoral-processes-of-2024-in-98908c44de.pdf,https://www.semanticscholar.org/paper/2587fb9a1f3abc4d669e541acba1b3e86dabb577,10.33920/pol-01-2403-03,
generative-echo-chamber-effect-of-llm-powered-search-systems-on-018642915b,Generative Echo Chamber? Effect of LLM-Powered Search Systems on Diverse Information Seeking,2024,Important,"Politics, Democracy, Public Opinion, and Persuasion","Deliberation, persuasion, and information environments",171,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/generative-echo-chamber-effect-of-llm-powered-search-systems-on-018642915b.pdf,https://www.semanticscholar.org/paper/0b26abcbb54394c79234eeefe9cb1da5f183d47b,10.1145/3613904.3642459,
generative-exaggeration-in-llm-social-agents-consistency-bias-and-toxicity-68a9bb271e,"Generative Exaggeration in LLM Social Agents: Consistency, Bias, and Toxicity",2025,Watchlist,Peripheral and Borderline Materials,Generic AI safety and language-bias background,8,downloaded,https://arxiv.org/pdf/2507.00657,data/paper_cache/downloads/generative-exaggeration-in-llm-social-agents-consistency-bias-and-toxicity-68a9bb271e.pdf,pdf,20290409,arxiv,,,https://www.semanticscholar.org/paper/c79d3682d8506601b3018e91951aa2c7c1da42c0,10.48550/arXiv.2507.00657,2507.00657
generative-language-models-and-automated-influence-operations-emerging-threats-a-7cc58f947c,Generative Language Models and Automated Influence Operations: Emerging Threats and Potential Mitigations,2023,Important,"AI Safety, Influence Operations, and Societal Risk",Influence operations and persuasion risk,317,downloaded,https://arxiv.org/pdf/2301.04246,data/paper_cache/downloads/generative-language-models-and-automated-influence-operations-emerging-threats-a-7cc58f947c.pdf,pdf,9573628,arxiv,,,https://www.semanticscholar.org/paper/c9ad9d69d7568110dd5527598a92c7f8b335eef4,10.48550/arXiv.2301.04246,2301.04246
generative-social-choice-c2990fac76,Generative Social Choice,2023,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,62,downloaded,https://arxiv.org/pdf/2309.01291,data/paper_cache/downloads/generative-social-choice-c2990fac76.pdf,pdf,1148416,arxiv,,,https://www.semanticscholar.org/paper/faacd17525147b8cf89948573e3d13f3cf8023e9,10.48550/arXiv.2309.01291,2309.01291
gensim-a-general-social-simulation-platform-with-large-language-model-cde2b7ac95,GenSim: A General Social Simulation Platform with Large Language Model based Agents,2024,Curated,Multi-Agent Social Simulation and Synthetic Societies,Generative agents and social simulation platforms,41,downloaded,https://arxiv.org/pdf/2410.04360,data/paper_cache/downloads/gensim-a-general-social-simulation-platform-with-large-language-model-cde2b7ac95.pdf,pdf,6716336,arxiv,,,https://www.semanticscholar.org/paper/b60d60e04b2ab6fb1845101bdd3156651b12482d,10.48550/arXiv.2410.04360,2410.04360
geoeconomic-pressure-bbdf5d224c,Geoeconomic Pressure,n.d.,Core,"Forecasting, Geopolitical Risk, and Foresight",Geoeconomic and geopolitical risk signals,1,downloaded,https://www.nber.org/papers/w34020,data/paper_cache/downloads/geoeconomic-pressure-bbdf5d224c.html,html,91937,publisher_html,,,https://www.nber.org/papers/w34020,10.3386/w34020,
get-out-the-vote-determining-support-or-opposition-from-congressional-f3a3e1d602,Get out the vote: Determining support or opposition from Congressional floor-debate transcripts,2006,Core,Classical Political NLP and Information Extraction,Legislative speech and policy text classification,648,manual_needed,,,,0,,semantic_scholar_open_access_pdf: HTTP Error 403: Forbidden,data/paper_cache/manual/get-out-the-vote-determining-support-or-opposition-from-congressional-f3a3e1d602.pdf,https://www.semanticscholar.org/paper/dc832b298290e316d1218266f6f33de97c9b5679,10.3115/1610075.1610122,cs/0607062
governing-ai-with-trust-an-adaptive-framework-for-institutional-legitimacy-403bbe4575,Governing AI with trust: an adaptive framework for institutional legitimacy in the UK public sector,2025,Curated,"Policymaking, Governance, and Institutional Decision Support","Accountability, auditing, and public-sector AI governance",1,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/governing-ai-with-trust-an-adaptive-framework-for-institutional-legitimacy-403bbe4575.pdf,https://www.semanticscholar.org/paper/9cfc61d935030f46f066ca0e667ac5f529fc074b,10.1108/tg-05-2025-0125,
governing-automated-strategic-intelligence-2ed2a01691,Governing Automated Strategic Intelligence,2025,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming",National security applications and doctrine,0,downloaded,https://arxiv.org/pdf/2509.17087,data/paper_cache/downloads/governing-automated-strategic-intelligence-2ed2a01691.pdf,pdf,1271227,arxiv,,,https://www.semanticscholar.org/paper/6861e45debde68847573e423ea816f02a050a6f8,10.48550/arXiv.2509.17087,2509.17087
gtbench-uncovering-the-strategic-reasoning-limitations-of-llms-via-game-17cf08e850,GTBench: Uncovering the Strategic Reasoning Limitations of LLMs via Game-Theoretic Evaluations,2024,Curated,"Strategic Reasoning, Games, Negotiation, and Cooperation",Game-theoretic and strategic reasoning benchmarks,112,downloaded,https://arxiv.org/pdf/2402.12348,data/paper_cache/downloads/gtbench-uncovering-the-strategic-reasoning-limitations-of-llms-via-game-17cf08e850.pdf,pdf,6513260,arxiv,,,https://www.semanticscholar.org/paper/3e2ecfd1934a64582a6d2b5be20f18db78cc787d,10.48550/arXiv.2402.12348,2402.12348
