title,year,importance,theme,subtheme,source_quality,repo_relevance,curated_tags,tag_count,tag_token_estimate,tag_rationale,model,error
Shall We Team Up: Exploring Spontaneous Cooperation of Competing LLM Agents,2024,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,substantial_full_text,peripheral,spontaneous cooperation; in context learning; competitive scenarios; emergent behavior; tacit collusion; social simulation; human alignment; agent interaction; behavioral convergence; game theory simulation,10,31,"Tags derived from the paper's focus on emergent cooperative behaviors in competitive LLM agent simulations without explicit instructions, adhering to the peripheral material scope and avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
The Future Outcome Reasoning and Confidence Assessment Benchmark,2025,Curated,Peripheral and Borderline Materials,General forecasting benchmarks,substantial_full_text,peripheral,forecasting benchmark; confidence calibration; metaculus dataset; outcome prediction; llm evaluation; crowdsourced forecasts; epistemic uncertainty; reasoning capability; gold standard calibration; temporal estimation,10,30,"Tags are derived directly from the paper's title, summary, and dataset description, focusing on the specific benchmark, evaluation metrics, and data source without inferring broader methodological claims.",Qwen/Qwen3.6-35B-A3B,
When Reasoning Models Hurt Behavioral Simulation: A Solver-Sampler Mismatch in Multi-Agent LLM Negotiation,2026,Watchlist,Peripheral and Borderline Materials,Generic negotiation and behavioral games,substantial_full_text,peripheral,multi agent negotiation; behavioral simulation; solver sampler mismatch; reasoning model degradation; negotiation structured scaffold; concession dynamics; behavioral diversity metric; bounded rationality simulation; action entropy measurement; authority decision collapse,10,37,"Tags are derived directly from the paper's core argument and experimental design, focusing on the specific methodological failure (solver-sampler mismatch) and the proposed mitigation (scaffold) within the context of multi-agent behavioral games, while strictly avoiding forbidden broad AI or policy terms.",Qwen/Qwen3.6-35B-A3B,
Who Does What? Archetypes of Roles Assigned to LLMs During Human-AI Decision-Making,2026,Watchlist,Peripheral and Borderline Materials,Generic decision support and human-AI workflow,substantial_full_text,peripheral,human ai interaction patterns; socio technical taxonomy; clinical diagnostic cases; decision quality evaluation; human in the loop design; cognitive forcing mechanisms; system designer guidelines; archetype selection effects; scoping literature review; peripheral strategy evaluation,10,42,"Tags derive from the paper's taxonomy of 17 interaction patterns, its empirical evaluation in clinical diagnostics, and its focus on design guidelines for human-AI workflows, with the final tag reflecting its peripheral repository relevance.",Qwen/Qwen3.6-35B-A3B,
A Methodology to Develop Agent-Based Models for Policy Support Via Qualitative Inquiry,2023,Curated,"Policymaking, Governance, and Institutional Decision Support",Public-sector decision support and institutional workflow,substantial_full_text,core,agent based modeling; qualitative inquiry integration; policy support simulation; generic agent model; disaster information management; jakarta case study; conceptual framework development; computational policy simulation; two stage methodology; policy support,10,38,"Tags are derived directly from the title, theme, and detailed summary, focusing on the specific methodology (ABM, qualitative inquiry), the application domain (disaster management, Jakarta), and the structural components (generic agent model, conceptual framework) without using forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
AI and Corruption: Legal Liability in Algorithmic Decision-Making,2025,Curated,"Policymaking, Governance, and Institutional Decision Support","Accountability, auditing, and public-sector AI governance",substantial_full_text,core,algorithmic accountability; public sector corruption; legal liability frameworks; independent audit mechanisms; regulatory gap analysis; ai opacity risks; whistleblower protections; doctrinal legal analysis; responsibility matrix design; cross jurisdictional comparison,10,37,"Tags are derived directly from the paper's focus on legal liability, accountability gaps, and audit recommendations for public sector AI, avoiding forbidden broad terms by specifying the legal and governance context.",Qwen/Qwen3.6-35B-A3B,
AI can help humans find common ground in democratic deliberation,2024,Important,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,partial_text,core,democratic deliberation; consensus building; political polarization; mediation technology; citizens assembly; group statement generation; communicative action; algorithmic fairness; policy persuasion; deliberative democracy,10,30,"Tags are derived directly from the paper's focus on using AI to facilitate consensus in UK-based democratic deliberation, covering the method (mediation), task (consensus building), domain (deliberative democracy), and evaluation metrics (fairness, polarization).",Qwen/Qwen3.6-35B-A3B,
"AI in Conflict Resolution: Practical Considerations, Opportunities and Challenges",2025,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,partial_text,important,conflict resolution research; diplomatic efficiency; negotiation methodology; peacebuilding technology; artificial evaluator aggregation; policy persuasion tools; democratic deliberation aids; conflict resolution; policy implications; research methodology,10,33,"Tags are derived from the title and abstract regarding AI in conflict resolution; full text is inaccessible, limiting specificity to conceptual and methodological inferences.",Qwen/Qwen3.6-35B-A3B,
An Emergent Understanding of Human-AI Collaboration in Deliberation,2025,Important,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,partial_text,important,deliberative reasoning; citizen assembly simulation; human ai comparison; policy persuasion; democratic deliberation; augmentative agent role; reasoning benchmark; model performance parity; human ai collaboration; citizen assemblies,10,34,"Tags are derived from the title, theme, and summary focusing on deliberative reasoning, human-AI comparison, and governance contexts, while strictly avoiding forbidden terms like 'large language model' or 'machine learning' by using descriptive functional phrases.",Qwen/Qwen3.6-35B-A3B,
Are We Asking the Right Questions?: Designing for Community Stakeholders’ Interactions with AI in Policing,2024,Curated,"Policymaking, Governance, and Institutional Decision Support",Public-sector decision support and institutional workflow,substantial_full_text,core,algorithmic crime mapping; law enforcement anchoring bias; community stakeholder engagement; human centered ai design; interactive kernel density estimation; police workflow alignment; ethical ai implementation; mixed methods policing study; stakeholder interaction patterns; human ai decision making,10,44,"Tags are derived directly from the paper's focus on human-AI interaction in policing, specifically highlighting the method (mixed methods), domain object (crime mapping), and key findings (anchoring bias, stakeholder perspectives) while avoiding forbidden broad terms.",Qwen/Qwen3.6-35B-A3B,
